cm^(-1),4,4_2,122,27,27_2
5037.35543,0.05243,0.07971,0.05138,0.15031,0.12516
5036.87324,0.0525,0.07989,0.0512,0.15042,0.12534
5036.39106,0.05248,0.07991,0.05104,0.15058,0.12544
5035.90888,0.05235,0.07985,0.05094,0.15072,0.12544
5035.4267,0.05215,0.07977,0.05092,0.15074,0.12536
5034.94452,0.05192,0.07969,0.05097,0.15059,0.1252
5034.46233,0.0517,0.07959,0.05101,0.15025,0.12496
5033.98015,0.05149,0.07944,0.05098,0.14977,0.1246
5033.49797,0.05133,0.07923,0.05081,0.14927,0.12416
5033.01579,0.05124,0.07901,0.05054,0.14886,0.12376
5032.53361,0.05124,0.07885,0.05029,0.14861,0.12349
5032.05142,0.05134,0.07881,0.05017,0.14856,0.1234
5031.56924,0.05151,0.07893,0.05026,0.14868,0.12344
5031.08706,0.05173,0.07916,0.05054,0.14889,0.12353
5030.60488,0.05195,0.07944,0.05091,0.14909,0.12358
5030.1227,0.0521,0.0797,0.05125,0.14915,0.12362
5029.64051,0.05215,0.07989,0.05146,0.14901,0.1237
5029.15833,0.05207,0.07998,0.05149,0.1487,0.12387
5028.67615,0.05192,0.07998,0.05136,0.14832,0.12414
5028.19397,0.05177,0.07998,0.05112,0.14803,0.12447
5027.71179,0.05172,0.08004,0.05086,0.14793,0.12481
5027.2296,0.05178,0.08021,0.05064,0.14807,0.12511
5026.74742,0.05194,0.08047,0.05053,0.14844,0.1253
5026.26524,0.05214,0.08074,0.05055,0.14901,0.12535
5025.78306,0.05232,0.08096,0.05069,0.14964,0.12526
5025.30088,0.05242,0.08106,0.05087,0.15016,0.12506
5024.81869,0.05238,0.08102,0.05101,0.15036,0.12478
5024.33651,0.05219,0.08078,0.05106,0.15014,0.12443
5023.85433,0.05188,0.08035,0.05099,0.14952,0.12405
5023.37215,0.05158,0.07983,0.05089,0.14874,0.12371
5022.88997,0.05141,0.07933,0.05083,0.14806,0.1235
5022.40778,0.05142,0.07895,0.05085,0.14764,0.12346
5021.9256,0.05153,0.07867,0.05091,0.14749,0.12353
5021.44342,0.05159,0.07844,0.05094,0.14749,0.12358
5020.96124,0.0515,0.07824,0.05092,0.1475,0.12351
5020.47906,0.05129,0.07815,0.05087,0.14748,0.12335
5019.99687,0.05107,0.07826,0.05087,0.14742,0.12322
5019.51469,0.05097,0.07861,0.05098,0.14737,0.12328
5019.03251,0.05101,0.0791,0.05115,0.14738,0.12361
5018.55033,0.05116,0.07955,0.0513,0.14752,0.12418
5018.06815,0.05133,0.07985,0.05135,0.14784,0.12485
5017.58596,0.05147,0.07997,0.05129,0.14831,0.12544
5017.10378,0.05158,0.07999,0.05118,0.14885,0.12578
5016.6216,0.05167,0.07996,0.05109,0.14926,0.1258
5016.13942,0.05175,0.0799,0.05106,0.1494,0.12555
5015.65724,0.05184,0.07975,0.05106,0.14926,0.12517
5015.17505,0.05196,0.07951,0.05106,0.14897,0.12484
5014.69287,0.05216,0.07921,0.05107,0.14876,0.12471
5014.21069,0.05247,0.07895,0.05115,0.14879,0.12482
5013.72851,0.05284,0.07879,0.05132,0.14904,0.1251
5013.24633,0.05318,0.07873,0.05154,0.1494,0.12541
5012.76414,0.05336,0.07872,0.0517,0.14969,0.12561
5012.28196,0.05332,0.07871,0.05164,0.14983,0.12555
5011.79978,0.05307,0.07869,0.05131,0.14983,0.12518
5011.3176,0.05268,0.07871,0.05082,0.14973,0.12453
5010.83542,0.05224,0.07882,0.0504,0.1496,0.12375
5010.35323,0.05184,0.07903,0.0503,0.14944,0.12308
5009.87105,0.05153,0.0793,0.0506,0.14926,0.12274
5009.38887,0.05135,0.07955,0.05115,0.14906,0.12285
5008.90669,0.05128,0.07971,0.0517,0.14888,0.12336
5008.42451,0.0513,0.07976,0.05202,0.14876,0.12404
5007.94232,0.05137,0.07974,0.0521,0.14873,0.12469
5007.46014,0.05146,0.07968,0.0521,0.1488,0.12512
5006.97796,0.05153,0.07963,0.05219,0.14897,0.12533
5006.49578,0.05156,0.07957,0.05243,0.1492,0.12537
5006.01359,0.05152,0.07948,0.05269,0.14944,0.12536
5005.53141,0.05142,0.07933,0.05281,0.1496,0.12538
5005.04923,0.05131,0.07914,0.05267,0.14955,0.12548
5004.56705,0.05131,0.07896,0.05228,0.14925,0.12561
5004.08487,0.05148,0.07884,0.05181,0.14877,0.12572
5003.60268,0.05184,0.07882,0.05145,0.1483,0.12575
5003.1205,0.05232,0.07893,0.05136,0.14805,0.12564
5002.63832,0.05274,0.07909,0.05151,0.14811,0.12536
5002.15614,0.05295,0.07918,0.05176,0.14842,0.12492
5001.67396,0.05288,0.07911,0.05195,0.14881,0.12439
5001.19177,0.0526,0.07883,0.05196,0.14911,0.12389
5000.70959,0.05232,0.0784,0.0518,0.14927,0.12357
5000.22741,0.05219,0.07797,0.05159,0.1493,0.1235
4999.74523,0.05225,0.07764,0.05139,0.14925,0.12366
4999.26305,0.05241,0.07747,0.05125,0.1491,0.12389
4998.78086,0.05251,0.07748,0.05115,0.14886,0.12406
4998.29868,0.0525,0.07768,0.05104,0.14854,0.12406
4997.8165,0.0524,0.07808,0.05092,0.14826,0.12393
4997.33432,0.05229,0.07865,0.05082,0.14812,0.12379
4996.85214,0.05224,0.0793,0.05079,0.14822,0.12374
4996.36995,0.05226,0.0799,0.05087,0.14856,0.12386
4995.88777,0.05231,0.0803,0.05108,0.14905,0.12415
4995.40559,0.05235,0.08047,0.05135,0.14955,0.12454
4994.92341,0.05235,0.08044,0.05156,0.14988,0.12494
4994.44123,0.05229,0.08029,0.05164,0.14992,0.12527
4993.95904,0.05218,0.08012,0.05162,0.14967,0.12551
4993.47686,0.05203,0.08001,0.05159,0.14925,0.12565
4992.99468,0.05188,0.07998,0.05166,0.14885,0.12572
4992.5125,0.05177,0.08001,0.05184,0.14859,0.1257
4992.03032,0.05173,0.08006,0.05205,0.14847,0.1256
4991.54813,0.05175,0.08009,0.05216,0.1484,0.1254
4991.06595,0.05185,0.08008,0.05209,0.14831,0.12513
4990.58377,0.05199,0.08008,0.0519,0.14821,0.12487
4990.10159,0.05216,0.08013,0.05168,0.14815,0.12465
4989.61941,0.05229,0.08028,0.05153,0.14821,0.12453
4989.13722,0.05235,0.0805,0.05151,0.14839,0.12452
4988.65504,0.0523,0.0807,0.05158,0.14864,0.1246
4988.17286,0.05217,0.08078,0.0517,0.14889,0.12474
4987.69068,0.05199,0.08069,0.05182,0.14906,0.12492
4987.2085,0.05179,0.08044,0.05189,0.14911,0.12511
4986.72631,0.05158,0.0801,0.05186,0.14904,0.12523
4986.24413,0.05134,0.07971,0.05165,0.14887,0.12519
4985.76195,0.05108,0.0793,0.05123,0.14861,0.12493
4985.27977,0.0508,0.07893,0.05064,0.1483,0.12445
4984.79759,0.05057,0.07865,0.05002,0.14797,0.12388
4984.3154,0.05046,0.07855,0.04955,0.14768,0.1234
4983.83322,0.05049,0.07866,0.04943,0.14752,0.12318
4983.35104,0.05065,0.07896,0.0497,0.14755,0.12327
4982.86886,0.05086,0.07933,0.05028,0.14775,0.1236
4982.38668,0.05105,0.07967,0.05094,0.14805,0.12401
4981.90449,0.05121,0.07988,0.0515,0.14834,0.12433
4981.42231,0.05136,0.07994,0.05185,0.14856,0.12448
4980.94013,0.05159,0.07992,0.05201,0.14869,0.12446
4980.45795,0.05191,0.07989,0.05205,0.14877,0.12436
4979.97577,0.0523,0.07991,0.05204,0.14882,0.12424
4979.49358,0.05266,0.07997,0.05199,0.1488,0.12415
4979.0114,0.05286,0.08001,0.0519,0.14871,0.12408
4978.52922,0.05284,0.07997,0.05183,0.14859,0.12402
4978.04704,0.05267,0.07985,0.05184,0.14851,0.12397
4977.56486,0.0525,0.07972,0.05195,0.14852,0.12395
4977.08267,0.05247,0.07966,0.05211,0.14858,0.12398
4976.60049,0.05261,0.07971,0.05222,0.14857,0.12404
4976.11831,0.05281,0.07986,0.05219,0.14842,0.12412
4975.63613,0.05293,0.08003,0.052,0.14815,0.1242
4975.15395,0.05288,0.08014,0.05172,0.1479,0.12426
4974.67176,0.05271,0.08016,0.05146,0.14782,0.12429
4974.18958,0.0525,0.08009,0.05127,0.14798,0.12426
4973.7074,0.0523,0.07996,0.05115,0.14828,0.12414
4973.22522,0.05208,0.07983,0.05105,0.14854,0.12395
4972.74304,0.0518,0.07975,0.05093,0.14866,0.12375
4972.26085,0.05149,0.07973,0.0508,0.14864,0.12361
4971.77867,0.05121,0.07976,0.0507,0.1486,0.12356
4971.29649,0.05104,0.07977,0.05067,0.14867,0.1236
4970.81431,0.05099,0.07969,0.05069,0.14887,0.12364
4970.33213,0.05104,0.07953,0.05073,0.14917,0.12365
4969.84994,0.05113,0.07934,0.05076,0.14946,0.12359
4969.36776,0.05117,0.07921,0.05076,0.14964,0.12349
4968.88558,0.05112,0.07918,0.05075,0.14965,0.12337
4968.4034,0.05095,0.07921,0.05072,0.14951,0.12325
4967.92122,0.05066,0.07918,0.05069,0.14929,0.12312
4967.43903,0.05031,0.079,0.05067,0.14911,0.12296
4966.95685,0.04996,0.07865,0.05068,0.14906,0.12278
4966.47467,0.04972,0.07822,0.05074,0.14914,0.12266
4965.99249,0.04968,0.07787,0.05087,0.14927,0.12267
4965.51031,0.04987,0.07773,0.05104,0.14936,0.12284
4965.02812,0.05025,0.07781,0.05117,0.14936,0.1231
4964.54594,0.05069,0.078,0.05119,0.14923,0.12333
4964.06376,0.05104,0.07816,0.05102,0.14894,0.12344
4963.58158,0.05118,0.07822,0.0507,0.14844,0.12345
4963.0994,0.05115,0.07819,0.05035,0.14781,0.12348
4962.61721,0.05109,0.07815,0.05013,0.14719,0.12364
4962.13503,0.05115,0.0782,0.05013,0.14682,0.12399
4961.65285,0.05136,0.07833,0.05035,0.14683,0.12448
4961.17067,0.05166,0.07855,0.05066,0.1472,0.12496
4960.68849,0.05191,0.07881,0.05094,0.14772,0.12528
4960.2063,0.05203,0.07908,0.0511,0.14813,0.12532
4959.72412,0.05204,0.0793,0.05117,0.14828,0.12505
4959.24194,0.05202,0.07938,0.05117,0.14814,0.12458
4958.75976,0.05203,0.07933,0.05116,0.14786,0.12408
4958.27758,0.05212,0.07919,0.05116,0.14765,0.12373
4957.79539,0.05228,0.07911,0.05115,0.14763,0.12362
4957.31321,0.05251,0.07916,0.05112,0.1478,0.12375
4956.83103,0.05277,0.07931,0.05106,0.14804,0.12397
4956.34885,0.05298,0.07943,0.05096,0.14816,0.12411
4955.86667,0.05305,0.07937,0.05084,0.14809,0.12407
4955.38448,0.05293,0.07913,0.05076,0.1479,0.12389
4954.9023,0.05263,0.07882,0.05075,0.14779,0.12364
4954.42012,0.05224,0.07861,0.05078,0.14792,0.12342
4953.93794,0.05188,0.07854,0.05082,0.14829,0.12327
4953.45576,0.05166,0.07859,0.05085,0.14879,0.12322
4952.97357,0.0516,0.07863,0.05082,0.1492,0.12329
4952.49139,0.05167,0.07857,0.05072,0.14941,0.12351
4952.00921,0.0518,0.07841,0.05056,0.14937,0.12386
4951.52703,0.05191,0.07818,0.05037,0.14917,0.12423
4951.04485,0.05198,0.07796,0.05019,0.14888,0.12446
4950.56266,0.05199,0.07778,0.05009,0.14856,0.12441
4950.08048,0.05193,0.07767,0.05008,0.14824,0.12404
4949.5983,0.05177,0.07762,0.0501,0.14794,0.12344
4949.11612,0.05154,0.07757,0.05006,0.14773,0.12278
4948.63394,0.05126,0.07749,0.04993,0.14769,0.12223
4948.15175,0.05099,0.07736,0.04971,0.14782,0.12192
4947.66957,0.05075,0.07727,0.04951,0.14811,0.12189
4947.18739,0.05058,0.07735,0.04945,0.14844,0.12211
4946.70521,0.05049,0.07766,0.0496,0.14876,0.12247
4946.22303,0.05049,0.07813,0.04996,0.14901,0.12282
4945.74084,0.05058,0.07862,0.05045,0.14914,0.12301
4945.25866,0.05072,0.07894,0.0509,0.14914,0.12298
4944.77648,0.05087,0.07905,0.05121,0.14897,0.12275
4944.2943,0.05099,0.07898,0.05132,0.14868,0.12247
4943.81212,0.05103,0.07884,0.05122,0.14837,0.12229
4943.32993,0.05099,0.07872,0.05099,0.14816,0.12232
4942.84775,0.05087,0.07864,0.05069,0.1481,0.12257
4942.36557,0.05074,0.0786,0.05044,0.14817,0.12295
4941.88339,0.05072,0.07859,0.05033,0.14827,0.12334
4941.40121,0.05087,0.07859,0.05038,0.14828,0.12366
4940.91902,0.05118,0.0786,0.05057,0.14815,0.12388
4940.43684,0.05154,0.07859,0.05077,0.14793,0.124
4939.95466,0.05184,0.07853,0.05089,0.14776,0.12403
4939.47248,0.052,0.07844,0.05088,0.14777,0.12397
4938.9903,0.05208,0.07831,0.05081,0.14798,0.12386
4938.50811,0.05212,0.07819,0.05073,0.14832,0.12377
4938.02593,0.05214,0.07807,0.05068,0.14863,0.12374
4937.54375,0.05212,0.07795,0.05065,0.14878,0.1238
4937.06157,0.05199,0.07781,0.05063,0.14877,0.12388
4936.57939,0.05174,0.07769,0.05064,0.14866,0.12392
4936.0972,0.0514,0.0776,0.05071,0.14853,0.12387
4935.61502,0.05105,0.07756,0.05083,0.14834,0.12371
4935.13284,0.05075,0.07756,0.05092,0.14803,0.12349
4934.65066,0.05052,0.07758,0.05088,0.1476,0.12325
4934.16848,0.05037,0.07761,0.05068,0.14713,0.12304
4933.68629,0.0503,0.07766,0.05038,0.14677,0.12292
4933.20411,0.05031,0.07775,0.05012,0.14665,0.12287
4932.72193,0.05038,0.07784,0.04999,0.14675,0.12285
4932.23975,0.05047,0.07786,0.04998,0.14694,0.1228
4931.75757,0.05053,0.07774,0.05003,0.14709,0.12268
4931.27538,0.05051,0.07747,0.05007,0.14714,0.1225
4930.7932,0.05043,0.07718,0.0501,0.14718,0.12233
4930.31102,0.05039,0.07701,0.05016,0.14735,0.12229
4929.82884,0.05046,0.07705,0.05029,0.14774,0.12242
4929.34666,0.05069,0.07725,0.05049,0.1483,0.12268
4928.86447,0.05105,0.07749,0.05071,0.1489,0.12295
4928.38229,0.05146,0.07766,0.05093,0.14937,0.12312
4927.90011,0.05183,0.07772,0.05112,0.1496,0.12321
4927.41793,0.05208,0.07773,0.05131,0.14958,0.12328
4926.93575,0.05214,0.07778,0.05148,0.14936,0.12342
4926.45356,0.05202,0.07791,0.0516,0.14905,0.12361
4925.97138,0.05174,0.07811,0.05163,0.14872,0.1238
4925.4892,0.0514,0.07832,0.05153,0.14845,0.12391
4925.00702,0.05107,0.07848,0.0513,0.14827,0.12392
4924.52484,0.05079,0.07857,0.05099,0.14819,0.12385
4924.04265,0.05057,0.07857,0.05065,0.14814,0.12371
4923.56047,0.05043,0.0785,0.05031,0.14806,0.12352
4923.07829,0.05045,0.07841,0.05005,0.14795,0.12332
4922.59611,0.05067,0.07835,0.04991,0.14785,0.12317
4922.11393,0.0511,0.07839,0.04997,0.14782,0.12316
4921.63174,0.05161,0.0785,0.05022,0.14788,0.12332
4921.14956,0.05202,0.07863,0.0506,0.14801,0.12358
4920.66738,0.05218,0.07868,0.05095,0.14816,0.12385
4920.1852,0.05205,0.07859,0.05117,0.14825,0.12405
4919.70302,0.05172,0.07839,0.05126,0.14825,0.12414
4919.22083,0.05133,0.07818,0.05128,0.14817,0.12416
4918.73865,0.05101,0.07806,0.05132,0.14804,0.12412
4918.25647,0.05083,0.07805,0.0514,0.14793,0.12401
4917.77429,0.0508,0.07809,0.05149,0.14791,0.12378
4917.29211,0.05086,0.07812,0.05151,0.14797,0.12341
4916.80992,0.05093,0.07815,0.05142,0.14805,0.123
4916.32774,0.051,0.0782,0.05121,0.14804,0.12271
4915.84556,0.05107,0.0783,0.05089,0.14791,0.12269
4915.36338,0.05114,0.07841,0.05051,0.14773,0.12295
4914.8812,0.05121,0.07844,0.05012,0.14755,0.12333
4914.39901,0.05124,0.07834,0.04976,0.14745,0.12359
4913.91683,0.05121,0.07814,0.04946,0.14741,0.12358
4913.43465,0.05113,0.07796,0.04918,0.14743,0.12332
4912.95247,0.05103,0.07789,0.04894,0.1475,0.12296
4912.47029,0.05092,0.07796,0.04876,0.14762,0.12269
4911.9881,0.05078,0.07813,0.04868,0.14773,0.12258
4911.50592,0.05061,0.07831,0.04869,0.14776,0.12258
4911.02374,0.05042,0.07842,0.04873,0.14762,0.1226
4910.54156,0.05024,0.07842,0.04876,0.14731,0.12258
4910.05938,0.05012,0.07834,0.04876,0.14693,0.12253
4909.57719,0.05007,0.0782,0.04877,0.14665,0.12252
4909.09501,0.05005,0.07807,0.04886,0.14665,0.12262
4908.61283,0.05005,0.07799,0.04909,0.14699,0.12285
4908.13065,0.05012,0.078,0.04946,0.14762,0.12319
4907.64847,0.05031,0.07804,0.04992,0.14835,0.1235
4907.16628,0.05068,0.07808,0.05039,0.14895,0.12367
4906.6841,0.05118,0.07804,0.05074,0.14927,0.12358
4906.20192,0.05169,0.07793,0.05091,0.14929,0.12325
4905.71974,0.05207,0.07779,0.05091,0.14911,0.12282
4905.23756,0.05224,0.07771,0.05083,0.14891,0.12248
4904.75537,0.05221,0.07778,0.05079,0.14882,0.12236
4904.27319,0.05207,0.07797,0.05085,0.14889,0.12246
4903.79101,0.05192,0.07821,0.05098,0.14905,0.12265
4903.30883,0.05181,0.07838,0.05109,0.14917,0.12281
4902.82665,0.05177,0.07841,0.0511,0.14913,0.12286
4902.34446,0.05179,0.07828,0.05101,0.14887,0.12285
4901.86228,0.05188,0.07808,0.05087,0.14844,0.12287
4901.3801,0.052,0.0779,0.05073,0.14795,0.12298
4900.89792,0.05208,0.07781,0.0506,0.14752,0.12312
4900.41574,0.05201,0.07778,0.0505,0.14721,0.12322
4899.93355,0.05176,0.07775,0.05037,0.14701,0.12318
4899.45137,0.05139,0.0777,0.0502,0.14686,0.12301
4898.96919,0.05105,0.07765,0.05,0.14674,0.1228
4898.48701,0.05088,0.07767,0.04984,0.14666,0.12269
4898.00483,0.05096,0.07783,0.04978,0.14666,0.12275
4897.52264,0.05118,0.0781,0.0499,0.14677,0.12297
4897.04046,0.05139,0.07842,0.05016,0.14699,0.12326
4896.55828,0.05144,0.07873,0.05047,0.14724,0.1235
4896.0761,0.0513,0.07902,0.05071,0.1475,0.12363
4895.59392,0.05105,0.07926,0.0508,0.14775,0.12367
4895.11173,0.05078,0.07941,0.05076,0.14797,0.12366
4894.62955,0.0506,0.07941,0.05067,0.14818,0.12366
4894.14737,0.05052,0.07924,0.05063,0.14835,0.12373
4893.66519,0.05056,0.07902,0.05067,0.14842,0.1239
4893.18301,0.05069,0.07891,0.05073,0.14837,0.12414
4892.70082,0.0509,0.07902,0.05076,0.1482,0.12435
4892.21864,0.05113,0.07931,0.0507,0.1479,0.12442
4891.73646,0.05131,0.07959,0.05055,0.14754,0.12424
4891.25428,0.05138,0.07967,0.05034,0.14718,0.12384
4890.7721,0.0513,0.07946,0.05016,0.14688,0.12334
4890.28991,0.05113,0.07905,0.05004,0.14673,0.12291
4889.80773,0.05089,0.07859,0.04997,0.1467,0.12264
4889.32555,0.05062,0.07819,0.04991,0.14673,0.12253
4888.84337,0.05032,0.07786,0.04978,0.14674,0.12247
4888.36119,0.05002,0.07757,0.0496,0.14675,0.12241
4887.879,0.04981,0.07731,0.04942,0.14682,0.12236
4887.39682,0.04979,0.07713,0.04936,0.14706,0.12238
4886.91464,0.05001,0.07709,0.04948,0.14747,0.1225
4886.43246,0.0504,0.07721,0.04973,0.14795,0.1227
4885.95028,0.05083,0.07743,0.05001,0.14833,0.12287
4885.46809,0.05117,0.07767,0.05027,0.14853,0.12297
4884.98591,0.05138,0.07789,0.0505,0.14855,0.12301
4884.50373,0.0515,0.07803,0.05071,0.14846,0.12307
4884.02155,0.05155,0.07807,0.05089,0.14832,0.12319
4883.53937,0.05155,0.07801,0.05098,0.14813,0.12333
4883.05718,0.05144,0.07787,0.05089,0.14788,0.1234
4882.575,0.05117,0.07771,0.05059,0.14758,0.1233
4882.09282,0.05077,0.07758,0.05012,0.14724,0.12304
4881.61064,0.05032,0.0775,0.04961,0.14686,0.12269
4881.12846,0.04993,0.07747,0.04921,0.14649,0.12238
4880.64627,0.04973,0.07743,0.04901,0.14621,0.12219
4880.16409,0.04973,0.07736,0.04904,0.14609,0.12217
4879.68191,0.04989,0.07728,0.04925,0.14619,0.1223
4879.19973,0.05013,0.07721,0.04955,0.1465,0.12251
4878.71755,0.05035,0.07717,0.04983,0.1469,0.12273
4878.23536,0.05049,0.07715,0.04998,0.14724,0.12284
4877.75318,0.05053,0.07712,0.04992,0.1474,0.12274
4877.271,0.05047,0.07704,0.04965,0.14734,0.12237
4876.78882,0.05033,0.07689,0.04926,0.1471,0.12179
4876.30664,0.05012,0.07671,0.04889,0.14676,0.12118
4875.82445,0.0499,0.07655,0.04868,0.14641,0.12073
4875.34227,0.04974,0.07651,0.0487,0.1461,0.12062
4874.86009,0.0497,0.07661,0.04889,0.14591,0.12087
4874.37791,0.0498,0.07681,0.04913,0.14587,0.12137
4873.89573,0.05002,0.07704,0.0493,0.14599,0.12191
4873.41354,0.05028,0.07723,0.04939,0.14621,0.12231
4872.93136,0.05051,0.07734,0.04942,0.14643,0.12247
4872.44918,0.05067,0.07737,0.04945,0.14655,0.12243
4871.967,0.05075,0.07733,0.04952,0.14655,0.12227
4871.48482,0.05083,0.07728,0.0496,0.14649,0.12209
4871.00263,0.05093,0.07727,0.04966,0.14647,0.12197
4870.52045,0.05107,0.07732,0.04967,0.14657,0.12194
4870.03827,0.05118,0.07741,0.04957,0.14679,0.12199
4869.55609,0.05123,0.07749,0.04936,0.14704,0.12207
4869.07391,0.05115,0.07751,0.04907,0.14719,0.12212
4868.59172,0.05097,0.07747,0.04876,0.14716,0.12205
4868.10954,0.05074,0.07745,0.04855,0.14696,0.12183
4867.62736,0.05053,0.07752,0.04856,0.14669,0.12153
4867.14518,0.05042,0.0777,0.0488,0.14647,0.12129
4866.66299,0.05042,0.07794,0.04922,0.14641,0.12123
4866.18081,0.05051,0.07815,0.0497,0.14652,0.12142
4865.69863,0.05061,0.07823,0.05011,0.14672,0.12179
4865.21645,0.05065,0.07817,0.05034,0.14691,0.12219
4864.73427,0.05059,0.078,0.05035,0.147,0.12243
4864.25208,0.05042,0.0778,0.05018,0.14699,0.12246
4863.7699,0.05019,0.07764,0.04993,0.14695,0.1223
4863.28772,0.04997,0.07756,0.04968,0.14696,0.12207
4862.80554,0.04983,0.07753,0.0495,0.14703,0.1219
4862.32336,0.0498,0.07749,0.04941,0.1471,0.12185
4861.84117,0.04986,0.07739,0.04939,0.14707,0.12193
4861.35899,0.04995,0.07722,0.04943,0.14692,0.1221
4860.87681,0.05003,0.07701,0.0495,0.14672,0.1223
4860.39463,0.05009,0.07684,0.04958,0.14658,0.12248
4859.91245,0.05017,0.07674,0.04966,0.14655,0.1226
4859.43026,0.05029,0.07669,0.04971,0.1466,0.1227
4858.94808,0.05044,0.0767,0.04974,0.14667,0.12278
4858.4659,0.0506,0.07675,0.04977,0.14671,0.12286
4857.98372,0.05072,0.07689,0.04981,0.14677,0.12293
4857.50154,0.05075,0.07708,0.04984,0.14688,0.12295
4857.01935,0.05065,0.07727,0.04985,0.14708,0.12291
4856.53717,0.05045,0.07738,0.04984,0.14736,0.12284
4856.05499,0.0502,0.07736,0.04985,0.14766,0.1228
4855.57281,0.05001,0.07721,0.0499,0.14792,0.12283
4855.09063,0.04992,0.07701,0.04997,0.1481,0.12285
4854.60844,0.04994,0.0768,0.05001,0.14817,0.12278
4854.12626,0.05,0.07662,0.04997,0.14809,0.12254
4853.64408,0.05006,0.0765,0.04983,0.14791,0.1222
4853.1619,0.05009,0.07651,0.04966,0.14769,0.12192
4852.67972,0.05009,0.07668,0.04952,0.14751,0.12184
4852.19753,0.05005,0.07696,0.04948,0.14742,0.122
4851.71535,0.04993,0.07727,0.04957,0.14736,0.12228
4851.23317,0.04973,0.0775,0.04976,0.14725,0.12251
4850.75099,0.04951,0.07759,0.04998,0.14704,0.1226
4850.26881,0.04939,0.07756,0.05018,0.14676,0.12256
4849.78662,0.04949,0.0775,0.05034,0.1465,0.12248
4849.30444,0.04984,0.07748,0.05044,0.14636,0.12243
4848.82226,0.05036,0.07754,0.05045,0.14636,0.12242
4848.34008,0.05088,0.07765,0.05034,0.14644,0.12243
4847.8579,0.05127,0.07778,0.05012,0.14653,0.12242
4847.37571,0.05144,0.07788,0.04985,0.14663,0.12239
4846.89353,0.05142,0.07794,0.04965,0.14678,0.12239
4846.41135,0.05129,0.07792,0.0496,0.14701,0.1225
4845.92917,0.05112,0.07783,0.04971,0.14728,0.12272
4845.44699,0.05098,0.0777,0.04987,0.14746,0.12299
4844.9648,0.0509,0.07757,0.04998,0.14747,0.12322
4844.48262,0.05088,0.07748,0.05001,0.14732,0.1233
4844.00044,0.05091,0.07746,0.05002,0.14715,0.1232
4843.51826,0.05098,0.07753,0.0501,0.14712,0.12298
4843.03608,0.05106,0.07764,0.05033,0.14732,0.12276
4842.55389,0.05116,0.07778,0.05066,0.14772,0.12265
4842.07171,0.05124,0.07791,0.05099,0.14817,0.12271
4841.58953,0.05127,0.07798,0.05118,0.14848,0.12287
4841.10735,0.05121,0.07795,0.05114,0.1485,0.12298
4840.62517,0.05101,0.0778,0.05082,0.14822,0.1229
4840.14298,0.0507,0.07753,0.05029,0.14775,0.12258
4839.6608,0.05034,0.07724,0.04969,0.14726,0.12206
4839.17862,0.05003,0.07701,0.0492,0.1469,0.12149
4838.69644,0.04987,0.07691,0.04892,0.14673,0.12099
4838.21426,0.04985,0.07693,0.04888,0.14669,0.12064
4837.73207,0.04995,0.07705,0.04899,0.14668,0.12049
4837.24989,0.0501,0.07721,0.04911,0.14662,0.12059
4836.76771,0.05022,0.07738,0.04917,0.14652,0.12098
4836.28553,0.05024,0.0775,0.04912,0.14642,0.12156
4835.80335,0.05016,0.07751,0.04897,0.14633,0.12216
4835.32116,0.05,0.07736,0.04876,0.14627,0.12252
4834.83898,0.04984,0.07706,0.04857,0.14621,0.12249
4834.3568,0.04979,0.07668,0.04846,0.14616,0.12211
4833.87462,0.0499,0.07636,0.04848,0.14617,0.12154
4833.39244,0.05018,0.07619,0.04866,0.14627,0.12103
4832.91025,0.05054,0.0762,0.04896,0.14648,0.12074
4832.42807,0.05088,0.07637,0.04928,0.14676,0.12071
4831.94589,0.05112,0.07661,0.04954,0.14704,0.12089
4831.46371,0.0512,0.07685,0.04969,0.14729,0.12118
4830.98153,0.05111,0.07702,0.04971,0.14747,0.12149
4830.49934,0.05089,0.07709,0.04964,0.14755,0.12174
4830.01716,0.05057,0.07705,0.04953,0.14754,0.1219
4829.53498,0.05025,0.07693,0.04943,0.14744,0.12195
4829.0528,0.04999,0.07678,0.0494,0.14731,0.1219
4828.57062,0.04987,0.07668,0.04947,0.14723,0.12181
4828.08843,0.04989,0.07668,0.04961,0.14724,0.12172
4827.60625,0.05,0.07675,0.04974,0.14726,0.12169
4827.12407,0.05011,0.07679,0.04977,0.14717,0.12173
4826.64189,0.05017,0.0767,0.04966,0.14688,0.1218
4826.15971,0.05017,0.07647,0.04945,0.14642,0.12188
4825.67752,0.05014,0.07624,0.04924,0.14595,0.12194
4825.19534,0.05014,0.07615,0.04908,0.14563,0.12194
4824.71316,0.05019,0.07632,0.049,0.14555,0.12188
4824.23098,0.05025,0.07669,0.04895,0.14567,0.12174
