cm^(-1),4,4_2,122,27,27_2
3903.26335,0.05528,0.10949,0.07172,0.17966,0.15728
3902.78116,0.05526,0.1091,0.07143,0.1792,0.15676
3902.29898,0.05519,0.10877,0.07106,0.1787,0.15611
3901.8168,0.05486,0.10769,0.07008,0.17746,0.15471
3901.33462,0.0543,0.10589,0.06868,0.17569,0.15288
3900.85244,0.05388,0.10451,0.06778,0.17455,0.15188
3900.37025,0.05391,0.10462,0.06799,0.17491,0.15246
3899.88807,0.05415,0.10566,0.06867,0.17603,0.15368
3899.40589,0.05392,0.10546,0.06813,0.17572,0.15317
3898.92371,0.05265,0.10195,0.06501,0.17211,0.14908
3898.44153,0.0504,0.09509,0.05959,0.16538,0.14185
3897.95934,0.04781,0.08691,0.05352,0.15759,0.13373
3897.47716,0.04559,0.07973,0.04841,0.15088,0.12691
3896.99498,0.04411,0.07478,0.04504,0.14632,0.1224
3896.5128,0.04339,0.07214,0.04335,0.14391,0.12013
3896.03062,0.04327,0.07133,0.04294,0.14316,0.11953
3895.54843,0.04354,0.07177,0.04337,0.14351,0.12002
3895.06625,0.04399,0.07294,0.04424,0.14447,0.12109
3894.58407,0.04448,0.07447,0.04532,0.14576,0.12247
3894.10189,0.04506,0.07638,0.04671,0.14751,0.12434
3893.61971,0.04596,0.07921,0.04894,0.15033,0.12736
3893.13752,0.04747,0.08376,0.05261,0.15496,0.13224
3892.65534,0.0496,0.09019,0.05769,0.16136,0.13886
3892.17316,0.05186,0.09718,0.06296,0.16804,0.14556
3891.69098,0.0533,0.10198,0.06617,0.17225,0.14949
3891.2088,0.05313,0.10194,0.06552,0.17163,0.14837
3890.72661,0.05133,0.09679,0.06112,0.16626,0.14247
3890.24443,0.04871,0.08882,0.05493,0.15854,0.13443
3889.76225,0.04623,0.08107,0.04919,0.15133,0.12713
3889.28007,0.04452,0.07554,0.04529,0.14641,0.12229
3888.79789,0.0438,0.07303,0.04373,0.14441,0.12048
3888.3157,0.04413,0.07375,0.04466,0.14552,0.12188
3887.83352,0.04562,0.07792,0.04832,0.14994,0.12674
3887.35134,0.04827,0.0856,0.05468,0.15765,0.13503
3886.86916,0.05168,0.0958,0.0627,0.16746,0.14543
3886.38698,0.05481,0.10554,0.06983,0.17637,0.15469
3885.90479,0.05634,0.11068,0.07293,0.18051,0.15876
3885.42261,0.05563,0.10891,0.07069,0.17809,0.15593
3884.94043,0.05328,0.10186,0.06481,0.171,0.14842
3884.45825,0.05054,0.09338,0.05834,0.16297,0.14013
3883.97607,0.04838,0.0865,0.05343,0.15672,0.13381
3883.49388,0.04717,0.08244,0.05079,0.15323,0.13034
3883.0117,0.0469,0.08133,0.05041,0.15261,0.12974
3882.52952,0.04752,0.08324,0.05228,0.15486,0.13205
3882.04734,0.04898,0.08822,0.05633,0.15999,0.13732
3881.56516,0.05101,0.09559,0.06188,0.16718,0.14467
3881.08297,0.05293,0.10307,0.06707,0.17412,0.15165
3880.60079,0.05382,0.10715,0.06937,0.17747,0.15479
3880.11861,0.05307,0.10529,0.06723,0.17508,0.15195
3879.63643,0.05091,0.09804,0.06141,0.16776,0.14417
3879.15424,0.0482,0.08856,0.05435,0.15867,0.13476
3878.67206,0.04586,0.08014,0.04836,0.15083,0.12681
3878.18988,0.04432,0.07448,0.04451,0.1457,0.12173
3877.7077,0.0436,0.07167,0.04275,0.14325,0.1194
3877.22552,0.04354,0.07113,0.04261,0.14289,0.11921
3876.74333,0.04408,0.07251,0.04393,0.14433,0.1209
3876.26115,0.0453,0.07601,0.04688,0.14783,0.12471
3875.77897,0.04721,0.08185,0.05154,0.15358,0.13073
3875.29679,0.04951,0.08927,0.05713,0.16074,0.13802
3874.81461,0.05148,0.09607,0.06189,0.16711,0.14427
3874.33242,0.05232,0.09947,0.06382,0.17005,0.14686
3873.85024,0.05171,0.09811,0.06224,0.16843,0.14487
3873.36806,0.05015,0.09334,0.05845,0.16373,0.14
3872.88588,0.04863,0.08835,0.05497,0.15914,0.13557
3872.4037,0.04813,0.08633,0.05409,0.15768,0.13458
3871.92151,0.04923,0.08924,0.05706,0.16104,0.13866
3871.43933,0.05196,0.09739,0.06382,0.16929,0.1477
3870.95715,0.05569,0.10908,0.07278,0.18047,0.15955
3870.47497,0.05909,0.12025,0.08071,0.19052,0.16987
3869.99279,0.06058,0.12563,0.08386,0.1946,0.1737
3869.5106,0.05941,0.12223,0.08046,0.19038,0.16883
3869.02842,0.05614,0.11176,0.07219,0.17996,0.15769
3868.54624,0.05219,0.09894,0.06261,0.16789,0.14509
3868.06406,0.04889,0.08815,0.0549,0.15816,0.13514
3867.58188,0.04704,0.082,0.05088,0.15301,0.13006
3867.09969,0.04696,0.08147,0.05116,0.15321,0.13055
3866.61751,0.04848,0.08626,0.0553,0.15828,0.13601
3866.13533,0.05101,0.09467,0.06178,0.16643,0.14446
3865.65315,0.05348,0.10346,0.06802,0.17448,0.15252
3865.17097,0.05473,0.10872,0.07124,0.17884,0.15653
3864.68878,0.05423,0.10827,0.07022,0.17783,0.15498
3864.2066,0.05248,0.10341,0.06625,0.17301,0.14971
3863.72442,0.05056,0.09766,0.06199,0.16777,0.14428
3863.24224,0.04938,0.09396,0.05941,0.16465,0.14122
3862.76006,0.04913,0.09301,0.05874,0.16398,0.14073
3862.27787,0.04934,0.09332,0.05873,0.16415,0.14104
3861.79569,0.04928,0.09252,0.05771,0.16296,0.1399
3861.31351,0.04853,0.08925,0.05495,0.15939,0.13632
3860.83133,0.04722,0.08412,0.05106,0.15424,0.13117
3860.34915,0.04583,0.07893,0.04741,0.14931,0.12629
3859.86696,0.04487,0.07541,0.04517,0.14617,0.12324
3859.38478,0.04459,0.07445,0.04487,0.14556,0.12278
3858.9026,0.04503,0.07606,0.04642,0.14742,0.12478
3858.42042,0.04597,0.07945,0.04918,0.15094,0.12838
3857.93824,0.04704,0.08336,0.05217,0.15487,0.13232
3857.45605,0.04796,0.08661,0.05464,0.15819,0.13557
3856.97387,0.04883,0.08915,0.05683,0.16102,0.13839
3856.49169,0.05033,0.09259,0.06022,0.16503,0.14259
3856.00951,0.05344,0.09969,0.06698,0.17284,0.15084
3855.52733,0.05888,0.11302,0.07875,0.1866,0.16518
3855.04514,0.06631,0.13287,0.09504,0.20606,0.18508
3854.56296,0.0737,0.15472,0.11155,0.2264,0.20546
3854.08078,0.078,0.16972,0.12148,0.23932,0.21794
3853.5986,0.0777,0.17183,0.12122,0.23989,0.21793
3853.11642,0.074,0.16311,0.11326,0.23073,0.20829
3852.63423,0.0689,0.14927,0.10199,0.21713,0.19432
3852.15205,0.0636,0.13414,0.08998,0.20235,0.17922
3851.66987,0.05854,0.11935,0.0783,0.18783,0.16444
3851.18769,0.05399,0.10598,0.0678,0.17471,0.15124
3850.70551,0.0503,0.09506,0.05935,0.16412,0.14076
3850.22332,0.04764,0.08712,0.05334,0.15659,0.13343
3849.74114,0.04592,0.08183,0.04945,0.15175,0.12871
3849.25896,0.04485,0.07828,0.04693,0.14865,0.12558
3848.77678,0.04411,0.07558,0.0451,0.14642,0.1232
3848.2946,0.04358,0.07336,0.04368,0.14465,0.12127
3847.81241,0.04324,0.07171,0.0427,0.14335,0.11991
3847.33023,0.0431,0.07083,0.04224,0.14265,0.11926
3846.84805,0.04318,0.07081,0.04235,0.14265,0.11944
3846.36587,0.04354,0.07184,0.04323,0.14364,0.1207
3845.88369,0.04434,0.0743,0.04526,0.14606,0.12348
3845.4015,0.0457,0.07849,0.04865,0.15021,0.12802
3844.91932,0.04745,0.08401,0.053,0.1556,0.1337
3844.43714,0.04911,0.08943,0.05706,0.16074,0.13892
3843.95496,0.0501,0.09288,0.05945,0.16385,0.14185
3843.47278,0.05023,0.09355,0.05967,0.1643,0.14196
3842.99059,0.0499,0.09252,0.05874,0.16331,0.14067
3842.50841,0.04981,0.09208,0.05845,0.16309,0.14031
3842.02623,0.05044,0.09394,0.05996,0.16513,0.14237
3841.54405,0.05171,0.09802,0.06301,0.16916,0.14648
3841.06187,0.05305,0.10255,0.06622,0.17345,0.15082
3840.57968,0.05395,0.10572,0.06838,0.17641,0.15385
3840.0975,0.05448,0.10744,0.0697,0.17816,0.15579
3839.61532,0.0552,0.10943,0.07153,0.18032,0.15833
3839.13314,0.05653,0.11332,0.07486,0.18421,0.16264
3838.65096,0.05822,0.11859,0.0789,0.18899,0.16759
3838.16877,0.05924,0.1221,0.08109,0.1916,0.16987
3837.68659,0.05867,0.12066,0.07936,0.18943,0.16697
3837.20441,0.05675,0.11471,0.07454,0.18342,0.16024
3836.72223,0.05463,0.10792,0.06957,0.17721,0.15364
3836.24005,0.05327,0.10352,0.06666,0.17356,0.14991
3835.75786,0.05275,0.10199,0.06582,0.17251,0.14891
3835.27568,0.05243,0.10132,0.06534,0.17192,0.14831
3834.7935,0.05157,0.09903,0.06345,0.16953,0.14585
3834.31132,0.05013,0.09461,0.06007,0.16519,0.14153
3833.82914,0.04878,0.09011,0.05693,0.16103,0.13762
3833.34695,0.04829,0.08814,0.05589,0.15948,0.1365
3832.86477,0.04887,0.08973,0.05745,0.16124,0.1387
3832.38259,0.04997,0.09341,0.06023,0.16468,0.14237
3831.90041,0.0506,0.09603,0.0618,0.16674,0.14436
3831.41823,0.05003,0.09494,0.06043,0.16513,0.14245
3830.93604,0.04837,0.09002,0.05636,0.16003,0.13707
3830.45386,0.04633,0.08349,0.05139,0.15372,0.13062
3829.97168,0.04469,0.07791,0.04743,0.14866,0.12557
3829.4895,0.04393,0.0749,0.04555,0.14625,0.12323
3829.00732,0.04413,0.07483,0.04591,0.14675,0.12379
3828.52513,0.0451,0.07726,0.04807,0.1496,0.12666
3828.04295,0.04651,0.08119,0.05119,0.15369,0.13074
3827.56077,0.04785,0.08523,0.05413,0.15754,0.13456
3827.07859,0.04864,0.08783,0.05575,0.1597,0.13665
3826.59641,0.04858,0.08798,0.05542,0.15937,0.13621
3826.11422,0.04778,0.08577,0.05339,0.15689,0.1336
3825.63204,0.04664,0.08235,0.05065,0.15352,0.13012
3825.14986,0.04566,0.07924,0.04838,0.15072,0.1273
3824.66768,0.04525,0.07771,0.0475,0.14959,0.12627
3824.1855,0.04572,0.07864,0.04866,0.15092,0.12786
3823.70331,0.04733,0.08279,0.05246,0.15538,0.13275
3823.22113,0.05026,0.09085,0.05935,0.1636,0.14152
3822.73895,0.05438,0.10295,0.06916,0.17554,0.15403
3822.25677,0.05892,0.11752,0.08028,0.18944,0.16827
3821.77459,0.06245,0.13045,0.08935,0.2012,0.17994
3821.2924,0.06344,0.13643,0.09256,0.20586,0.18406
3820.81022,0.06147,0.13272,0.08848,0.2013,0.17876
3820.32804,0.05748,0.12153,0.07929,0.19001,0.16695
3819.84586,0.05307,0.10782,0.06876,0.1768,0.15358
3819.36368,0.04948,0.09587,0.05999,0.16562,0.14253
3818.88149,0.04739,0.08809,0.05465,0.15864,0.13589
3818.39931,0.04705,0.08556,0.05349,0.15684,0.13451
3817.91713,0.0485,0.0886,0.0566,0.16041,0.13849
3817.43495,0.05141,0.09663,0.06327,0.16862,0.14696
3816.95277,0.05491,0.10734,0.07134,0.17888,0.1572
3816.47058,0.05745,0.11603,0.07707,0.18649,0.16439
3815.9884,0.0576,0.11761,0.07698,0.1868,0.164
3815.50622,0.05516,0.11081,0.07085,0.17927,0.15584
3815.02404,0.05137,0.09923,0.06181,0.16785,0.14405
3814.54186,0.0477,0.08763,0.05333,0.15708,0.13318
3814.05967,0.04503,0.07885,0.04724,0.14935,0.1255
3813.57749,0.04349,0.07349,0.04367,0.14488,0.12114
3813.09531,0.04283,0.07082,0.04195,0.14276,0.11915
3812.61313,0.04265,0.06972,0.04125,0.1419,0.11841
3812.13095,0.04267,0.06935,0.04105,0.14156,0.11816
3811.64876,0.04274,0.06926,0.04108,0.14145,0.11808
3811.16658,0.0428,0.06931,0.04126,0.1415,0.11807
3810.6844,0.04285,0.06947,0.04153,0.14169,0.11821
3810.20222,0.04299,0.06996,0.04207,0.14226,0.11881
3809.72004,0.04348,0.07144,0.04341,0.14387,0.12061
3809.23785,0.04471,0.07493,0.04638,0.14756,0.12461
3808.75567,0.04697,0.08136,0.05166,0.15416,0.13157
3808.27349,0.05016,0.09072,0.05903,0.16346,0.14112
3807.79131,0.05353,0.10104,0.06674,0.17334,0.15094
3807.30913,0.05574,0.10839,0.07168,0.17987,0.15702
3806.82694,0.05569,0.10907,0.07133,0.17972,0.1562
3806.34476,0.05349,0.10293,0.06605,0.17318,0.14912
3805.86258,0.05036,0.09358,0.05883,0.16397,0.13971
3805.3804,0.04764,0.0853,0.05281,0.15612,0.132
3804.89822,0.0461,0.08069,0.04973,0.15195,0.12816
3804.41603,0.04599,0.08054,0.05006,0.15211,0.12871
3803.93385,0.04728,0.08457,0.05359,0.15634,0.13337
3803.45167,0.0499,0.09226,0.06,0.16416,0.14163
3802.96949,0.05365,0.1029,0.06869,0.17481,0.15269
3802.48731,0.0579,0.1149,0.07814,0.18648,0.16464
3802.00512,0.06125,0.12479,0.08531,0.19555,0.17368
3801.52294,0.0621,0.12805,0.0867,0.1977,0.17545
3801.04076,0.0599,0.12264,0.08126,0.19145,0.16866
3800.55858,0.05574,0.11121,0.07162,0.17987,0.15665
3800.0764,0.05136,0.09865,0.06174,0.16777,0.14436
3799.59421,0.04806,0.08873,0.05436,0.15858,0.13521
3799.11203,0.04634,0.08313,0.05053,0.15368,0.13049
3798.62985,0.04614,0.082,0.05016,0.15305,0.1301
3798.14767,0.04711,0.08447,0.05249,0.1558,0.13304
3797.66549,0.04866,0.08893,0.05617,0.16032,0.13763
3797.1833,0.05005,0.09311,0.05943,0.16445,0.14164
3796.70112,0.05059,0.09478,0.06058,0.16603,0.14292
3796.21894,0.04992,0.0927,0.05877,0.16396,0.14049
3795.73676,0.04823,0.08745,0.05458,0.15887,0.13514
3795.25458,0.04614,0.08097,0.04957,0.15268,0.1288
3794.77239,0.04428,0.07526,0.04526,0.14729,0.12337
3794.29021,0.04303,0.07143,0.04244,0.14369,0.11978
3793.80803,0.04241,0.06949,0.04106,0.14184,0.11797
3793.32585,0.04222,0.06881,0.04061,0.14112,0.11731
3792.84367,0.04225,0.06867,0.04055,0.14084,0.11718
3792.36148,0.04234,0.06863,0.04055,0.14064,0.11719
3791.8793,0.04239,0.06859,0.04053,0.14045,0.11721
3791.39712,0.0424,0.06859,0.04049,0.1403,0.11725
3790.91494,0.04235,0.06866,0.04048,0.14026,0.11732
3790.43276,0.04229,0.06879,0.04053,0.14034,0.11742
3789.95057,0.04223,0.06895,0.04065,0.14052,0.11757
3789.46839,0.0422,0.06909,0.0408,0.14072,0.11771
3788.98621,0.04217,0.06916,0.04092,0.14088,0.11781
3788.50403,0.04214,0.06918,0.04098,0.141,0.1179
3788.02185,0.04214,0.06929,0.0411,0.14121,0.11814
3787.53966,0.04226,0.06974,0.04149,0.14176,0.11876
3787.05748,0.04257,0.07078,0.04234,0.1429,0.11998
3786.5753,0.04312,0.07255,0.04372,0.14475,0.12185
3786.09312,0.04382,0.07487,0.04544,0.14709,0.12413
3785.61094,0.04451,0.07717,0.04706,0.1493,0.12621
3785.12875,0.04494,0.07865,0.048,0.15059,0.12731
3784.64657,0.04494,0.07864,0.04782,0.15037,0.1269
3784.16439,0.04451,0.0771,0.04656,0.14873,0.12508
3783.68221,0.04386,0.07468,0.04475,0.14638,0.12258
3783.20003,0.04323,0.07234,0.04305,0.14425,0.12034
3782.71784,0.04286,0.07088,0.04207,0.14305,0.11909
3782.23566,0.04291,0.07085,0.04222,0.14322,0.11933
3781.75348,0.04353,0.07263,0.04382,0.1451,0.12144
3781.2713,0.04478,0.07643,0.04699,0.14886,0.12557
3780.78912,0.04651,0.0819,0.05136,0.1541,0.13122
3780.30693,0.04825,0.08764,0.05573,0.15946,0.13686
3779.82475,0.04931,0.0915,0.05844,0.16286,0.14032
3779.34257,0.0492,0.09169,0.05828,0.16272,0.14002
3778.86039,0.04801,0.08819,0.05544,0.15917,0.13621
3778.37821,0.04632,0.08267,0.05129,0.1539,0.1307
3777.89602,0.04473,0.07723,0.04732,0.14885,0.12548
3777.41384,0.0436,0.07314,0.04437,0.14511,0.12164
3776.93166,0.04291,0.07063,0.04252,0.14282,0.11931
3776.44948,0.04253,0.06931,0.04147,0.14157,0.11805
3775.9673,0.0423,0.0687,0.04087,0.14089,0.11739
3775.48511,0.04213,0.06843,0.04052,0.1405,0.11702
3775.00293,0.04199,0.06836,0.04033,0.14029,0.11684
3774.52075,0.04188,0.06843,0.04028,0.14025,0.11682
3774.03857,0.04182,0.06862,0.04039,0.14039,0.11699
3773.55639,0.04186,0.06901,0.04068,0.14077,0.11741
3773.0742,0.04209,0.06976,0.04132,0.14158,0.11828
3772.59202,0.04269,0.07138,0.0427,0.14332,0.12015
3772.10984,0.04388,0.07461,0.04539,0.14669,0.12376
3771.62766,0.04579,0.08004,0.04975,0.15218,0.1296
3771.14548,0.04827,0.08738,0.05539,0.15937,0.13714
3770.66329,0.05065,0.09487,0.06081,0.16641,0.14437
3770.18111,0.05205,0.09962,0.06385,0.17052,0.14838
3769.69893,0.05181,0.09934,0.06305,0.16971,0.14722
3769.21675,0.05011,0.09429,0.05892,0.16449,0.14163
3768.73457,0.04785,0.08718,0.05366,0.15763,0.13458
3768.25238,0.04605,0.08131,0.04968,0.15225,0.1293
3767.7702,0.0454,0.07888,0.04844,0.1503,0.12767
3767.28802,0.04599,0.08037,0.05003,0.15204,0.12981
3766.80584,0.04737,0.08454,0.05332,0.15615,0.13421
3766.32366,0.04871,0.08891,0.05635,0.16019,0.1383
3765.84147,0.04924,0.09089,0.05731,0.16178,0.13966
3765.35929,0.04862,0.08927,0.05555,0.15996,0.13743
3764.87711,0.04718,0.08487,0.05192,0.15569,0.13272
3764.39493,0.04556,0.07965,0.04796,0.15085,0.12755
3763.91275,0.04428,0.07536,0.04487,0.14696,0.1235
3763.43056,0.04352,0.07275,0.0431,0.14459,0.12112
3762.94838,0.04322,0.07177,0.04253,0.14365,0.12032
3762.4662,0.04335,0.07225,0.04308,0.14407,0.121
3761.98402,0.044,0.07445,0.04497,0.14621,0.12349
3761.50184,0.04536,0.07882,0.04853,0.15057,0.1282
3761.01965,0.04738,0.08528,0.05358,0.15696,0.13488
3760.53747,0.04958,0.0925,0.05895,0.1639,0.14193
3760.05529,0.05116,0.09795,0.06272,0.16884,0.14678
3759.57311,0.05149,0.09946,0.06342,0.16983,0.14755
3759.09093,0.05062,0.09701,0.06129,0.16714,0.14464
3758.60874,0.04923,0.09285,0.05812,0.1631,0.1405
3758.12656,0.04813,0.08962,0.05578,0.16018,0.13757
3757.64438,0.04766,0.08853,0.05497,0.15932,0.13673
3757.1622,0.04764,0.08889,0.05508,0.15969,0.13705
3756.68002,0.0476,0.08899,0.05484,0.15962,0.13685
3756.19783,0.04722,0.08762,0.05353,0.15807,0.13515
3755.71565,0.04662,0.08513,0.05161,0.15558,0.13256
3755.23347,0.04631,0.0832,0.05044,0.15388,0.1309
3754.75129,0.04693,0.0839,0.05163,0.15497,0.13219
3754.26911,0.04903,0.08883,0.05634,0.16032,0.13784
3753.78692,0.05278,0.09862,0.06485,0.17037,0.14813
3753.30474,0.05765,0.11226,0.07597,0.18382,0.16159
3752.82256,0.06225,0.12622,0.08655,0.197,0.17447
3752.34038,0.06489,0.13547,0.09276,0.20518,0.18222
3751.8582,0.06505,0.13759,0.09344,0.20664,0.18351
3751.37601,0.06398,0.13538,0.09138,0.20452,0.18168
3750.89383,0.06342,0.13371,0.09038,0.20343,0.18115
3750.41165,0.06408,0.1351,0.0919,0.20531,0.18343
3749.92947,0.06517,0.1379,0.09409,0.20803,0.18606
3749.44729,0.065,0.13753,0.09323,0.20705,0.18446
3748.9651,0.06251,0.1308,0.08726,0.19977,0.17641
3748.48292,0.05842,0.11938,0.07804,0.18838,0.16459
3748.00074,0.05439,0.10791,0.06938,0.17756,0.1538
3747.51856,0.05182,0.10032,0.06425,0.17094,0.14761
3747.03638,0.05149,0.09886,0.06418,0.17047,0.14784
3746.55419,0.0538,0.10482,0.06996,0.17718,0.15546
3746.07201,0.05884,0.11892,0.08178,0.19147,0.17073
3745.58983,0.06592,0.13993,0.09804,0.21167,0.19168
3745.10765,0.07268,0.16142,0.11323,0.2311,0.21111
3744.62547,0.07541,0.17134,0.11856,0.23852,0.21752
3744.14328,0.07228,0.16251,0.11007,0.22842,0.20599
3743.6611,0.06549,0.14162,0.09371,0.20811,0.18474
3743.17892,0.0586,0.1203,0.07795,0.18841,0.16481
3742.69674,0.05369,0.10499,0.06711,0.17479,0.15138
3742.21456,0.05112,0.09664,0.06149,0.16765,0.14453
3741.73237,0.05024,0.09335,0.05943,0.16494,0.14198
3741.25019,0.05013,0.09236,0.05886,0.16409,0.14112
3740.76801,0.05013,0.09167,0.05842,0.16341,0.14033
3740.28583,0.05007,0.09089,0.05799,0.16275,0.13957
3739.80365,0.05021,0.09087,0.05828,0.16302,0.13982
3739.32146,0.0509,0.09266,0.06006,0.16515,0.14205
3738.83928,0.05235,0.09674,0.06365,0.16951,0.14657
3738.3571,0.05456,0.103,0.06893,0.1759,0.15314
3737.87492,0.0574,0.11106,0.07552,0.18387,0.16131
3737.39273,0.06061,0.12049,0.08296,0.19295,0.17063
3736.91055,0.06383,0.13067,0.09055,0.20248,0.18043
3736.42837,0.0665,0.14026,0.09715,0.21116,0.18937
3735.94619,0.06801,0.14707,0.10121,0.21698,0.19528
3735.46401,0.06794,0.14877,0.10141,0.21795,0.19608
3734.98182,0.0664,0.14471,0.09778,0.21375,0.19152
3734.49964,0.06417,0.1369,0.09213,0.20646,0.18387
3734.01746,0.0623,0.129,0.08708,0.19947,0.17669
3733.53528,0.06152,0.12402,0.0845,0.19536,0.17257
3733.0531,0.06178,0.12266,0.0844,0.19446,0.17169
3732.57091,0.06223,0.12289,0.08485,0.1946,0.17169
3732.08873,0.06173,0.12122,0.08323,0.19259,0.16929
3731.60655,0.05977,0.11558,0.07837,0.1868,0.16302
3731.12437,0.05684,0.10699,0.07148,0.17849,0.15436
3730.64219,0.05392,0.09822,0.06481,0.17028,0.14606
3730.16,0.05171,0.09147,0.05993,0.16415,0.14001
3729.67782,0.05047,0.08761,0.05734,0.16076,0.13682
3729.19564,0.05015,0.08656,0.0569,0.16004,0.13632
3728.71346,0.05065,0.08799,0.05834,0.1617,0.1382
3728.23128,0.05182,0.09157,0.06136,0.1654,0.14212
3727.74909,0.05344,0.09666,0.06535,0.17041,0.14731
3727.26691,0.05505,0.10202,0.06929,0.17544,0.15242
3726.78473,0.05615,0.10603,0.07196,0.17892,0.15586
3726.30255,0.05639,0.10745,0.07257,0.17979,0.1566
3725.82037,0.05577,0.10612,0.07118,0.1781,0.15474
3725.33818,0.05465,0.10302,0.06864,0.17492,0.15144
3724.856,0.05353,0.0997,0.06616,0.17177,0.14832
3724.37382,0.05291,0.0977,0.06479,0.17003,0.14678
3723.89164,0.05302,0.09787,0.0651,0.17043,0.14748
3723.40946,0.05375,0.09999,0.06675,0.17258,0.14993
3722.92727,0.05456,0.10252,0.06847,0.17492,0.15238
3722.44509,0.05476,0.10329,0.06866,0.17539,0.1527
3721.96291,0.05401,0.101,0.0665,0.17289,0.14987
3721.48073,0.05254,0.09629,0.06266,0.16824,0.1449
3720.99855,0.05102,0.09128,0.05881,0.16352,0.14002
3720.51636,0.04997,0.08792,0.05632,0.16047,0.13698
3720.03418,0.04949,0.08675,0.05546,0.15943,0.13606
3719.552,0.04923,0.08685,0.05541,0.15933,0.13611
3719.06982,0.04874,0.08659,0.05499,0.15867,0.13556
3718.58764,0.04782,0.0849,0.05351,0.15659,0.13352
3718.10545,0.04663,0.0819,0.05115,0.1534,0.13034
3717.62327,0.04552,0.07861,0.04867,0.15017,0.1271
3717.14109,0.04481,0.07619,0.04689,0.14794,0.12488
3716.65891,0.04458,0.07525,0.04616,0.14719,0.12415
3716.17673,0.04473,0.0757,0.0464,0.14773,0.12472
3715.69454,0.04508,0.07706,0.04728,0.14907,0.12612
3715.21236,0.04559,0.07893,0.04868,0.15098,0.12811
3714.73018,0.04642,0.08167,0.05095,0.15392,0.1312
3714.248,0.04798,0.08635,0.05495,0.15894,0.13644
3713.76582,0.05059,0.09408,0.06131,0.16695,0.14468
3713.28363,0.05409,0.10475,0.06965,0.17755,0.15536
3712.80145,0.05762,0.11595,0.07789,0.18816,0.16577
3712.31927,0.05989,0.12356,0.08302,0.19488,0.17202
3711.83709,0.06022,0.1249,0.08349,0.19554,0.17222
3711.35491,0.05913,0.12135,0.08072,0.1919,0.16838
3710.87272,0.05781,0.1167,0.07753,0.18763,0.16417
3710.39054,0.05703,0.11358,0.07558,0.18499,0.16164
3709.90836,0.05669,0.11179,0.07445,0.18352,0.16009
3709.42618,0.0561,0.1092,0.07246,0.18108,0.15732
3708.944,0.05473,0.10407,0.06848,0.17612,0.15196
3708.46181,0.05268,0.09681,0.06303,0.16918,0.1448
3707.97963,0.05056,0.08944,0.05769,0.16224,0.13793
3707.49745,0.04894,0.08385,0.05377,0.15703,0.13298
3707.01527,0.04799,0.08067,0.05163,0.15407,0.13031
3706.53309,0.04755,0.0794,0.05081,0.15288,0.12926
3706.0509,0.04734,0.07907,0.05061,0.15257,0.12891
3705.56872,0.04716,0.07891,0.05053,0.1525,0.12862
3705.08654,0.04702,0.07875,0.0505,0.1525,0.12837
3704.60436,0.04712,0.079,0.05088,0.15298,0.12871
3704.12218,0.04774,0.08053,0.05231,0.15469,0.1305
3703.63999,0.04908,0.08409,0.05528,0.15827,0.1344
3703.15781,0.05104,0.0897,0.05966,0.1636,0.14016
3702.67563,0.05313,0.09606,0.06429,0.16935,0.14629
3702.19345,0.05451,0.10076,0.06734,0.17323,0.15036
3701.71127,0.05455,0.10155,0.06731,0.17331,0.15043
3701.22908,0.05322,0.09805,0.06422,0.16949,0.1465
3700.7469,0.05114,0.09199,0.05952,0.16357,0.14049
3700.26472,0.0491,0.08582,0.05503,0.15784,0.13468
3699.78254,0.04763,0.08122,0.05186,0.15377,0.13049
3699.30036,0.04684,0.07862,0.05019,0.15161,0.12813
3698.81817,0.04656,0.07759,0.04959,0.15088,0.12717
3698.33599,0.04656,0.07748,0.04954,0.15092,0.12703
3697.85381,0.04668,0.07778,0.0497,0.15128,0.12733
3697.37163,0.04684,0.07823,0.04985,0.15171,0.12783
3696.88945,0.04695,0.07861,0.0499,0.15204,0.12828
3696.40726,0.04697,0.07876,0.04977,0.15212,0.12847
3695.92508,0.04688,0.07862,0.04951,0.15192,0.12833
3695.4429,0.04671,0.07833,0.04926,0.15156,0.12802
3694.96072,0.04654,0.07814,0.04916,0.15125,0.12777
3694.47854,0.04649,0.07832,0.04939,0.15128,0.12791
3693.99635,0.04674,0.0793,0.05028,0.15211,0.12894
3693.51417,0.04756,0.08175,0.05241,0.15448,0.13162
3693.03199,0.04918,0.08643,0.05631,0.15909,0.13663
3692.54981,0.05157,0.09348,0.06196,0.16596,0.14386
3692.06763,0.05421,0.10172,0.0682,0.1738,0.15188
3691.58544,0.05629,0.10875,0.07315,0.18029,0.15831
3691.10326,0.05726,0.11262,0.07556,0.18375,0.16158
3690.62108,0.05741,0.11369,0.07606,0.18476,0.16249
3690.1389,0.05763,0.1144,0.07666,0.18571,0.16352
3689.65672,0.05857,0.11699,0.07885,0.18844,0.16644
3689.17453,0.06001,0.1212,0.08201,0.19234,0.17033
3688.69235,0.06073,0.12367,0.08332,0.19402,0.17161
3688.21017,0.05952,0.12049,0.08005,0.1901,0.16694
3687.72799,0.05637,0.11124,0.07239,0.1807,0.15682
3687.24581,0.05246,0.09936,0.06324,0.16933,0.14504
3686.76362,0.04905,0.08872,0.05545,0.15953,0.13517
3686.28144,0.04675,0.08134,0.0503,0.15294,0.12872
